,Title,Author,Published date,Format,Sale Price,Old Price,Category
5227,The Case against Education,Bryan Caplan,20 Aug 2019,Paperback,18.89,18.99,Teaching-Resources-Education
5228,Cues,Vanessa Van Edwards,03 Mar 2022,Paperback,15.72,18.5,Teaching-Resources-Education
5229,Think Big,Grace Lordan,28 Sep 2021,Paperback,17.39,20.5,Teaching-Resources-Education
5230,The Squiggly Career,Helen Tupper,01 Jan 2022,Paperback,15.56,18.5,Teaching-Resources-Education
5231,Trade Like a Stock Market Wizard: How to Achieve Super Performance in Stocks in Any Market,Mark Minervini,16 May 2013,Hardback,21.99,28.88,Teaching-Resources-Education
5232,A Compass to Fulfillment: Passion and Spirituality in Life and Business,Kazuo Inamori,16 Dec 2009,Hardback,20.39,28.5,Teaching-Resources-Education
5233,"Perfect Phrases for Dealing with Difficult People: Hundreds of Ready-to-Use Phrases for Handling Conflict, Confrontations and Challenging Personalities",Susan Benjamin,16 Sep 2007,Paperback,10.29,12.0,Teaching-Resources-Education
5234,Trade Your Way to Financial Freedom,Van Tharp,16 Dec 2006,Hardback,35.5,41.5,Teaching-Resources-Education
5235,The Millionaire Real Estate Agent,Gary Keller,16 Nov 2004,Paperback,23.99,23.99,Teaching-Resources-Education
5236,The Lean Six Sigma Pocket Toolbook: A Quick Reference Guide to Nearly 100 Tools for Improving Quality and Speed,Michael George,13 Oct 2004,Paperback,14.57,20.5,Teaching-Resources-Education
5237,McKinsey Mind,Ethan Rasiel,17 Oct 2001,Hardback,23.99,32.09,Teaching-Resources-Education
5238,Positioning: The Battle for Your Mind,Al Ries,16 Jan 2001,Paperback,18.99,20.32,Teaching-Resources-Education
5239,The McKinsey Way,Ethan Rasiel,16 Mar 1999,Hardback,21.99,30.0,Teaching-Resources-Education
5240,What to Expect from Flight Training! When You Want to Become a Commercial Pilot,Vesa Turpeinen,02 Mar 2020,Paperback,15.34,15.34,Teaching-Resources-Education
5241,Learn to Fly and Become a Pilot!,Vesa Turpeinen,09 Apr 2019,Paperback,15.35,15.35,Teaching-Resources-Education
5242,Giftedness in practice,Rianne van de Ven,07 May 2022,Paperback,25.63,25.63,Teaching-Resources-Education
5243,Think and Grow Rich by Napoleon Hill,Napoleon Hill,27 Jan 2020,Paperback,13.94,13.94,Teaching-Resources-Education
5244,Tabellenbuch Holztechnik,Eva Hornhardt,01 Oct 2021,Paperback,37.67,37.67,Teaching-Resources-Education
5245,"Story, Not Study: 30 Brief Lessons to Inspire Health Researchers as Writers",Lorelei Lingard,11 May 2022,Paperback,59.75,59.75,Teaching-Resources-Education
5246,Between,Sarah Ockwell-Smith,13 Dec 2022,Paperback,17.49,19.0,Teaching-Resources-Education
5247,Why Does He Do That?,Lundy Bancroft,03 Aug 2018,Paperback,16.73,22.5,Teaching-Resources-Education
5248,Running the Room: The Teacher's Guide to Behaviour,Tom Bennett,03 Nov 2020,Paperback,19.55,19.55,Teaching-Resources-Education
5249,Creative Ways to Help Children Manage BIG Feelings,Fiona Zandt,21 Apr 2017,Paperback,30.22,30.5,Teaching-Resources-Education
5250,Untangled,Lisa Damour,10 Mar 2017,Paperback,10.7,12.5,Teaching-Resources-Education
5251,But We're Not Lions,Karen Young,15 Nov 2019,Hardback,36.29,36.29,Teaching-Resources-Education
5252,Couch Fiction,Philippa Perry,26 Nov 2020,Hardback,17.48,20.5,Teaching-Resources-Education
5253,The Running the Room Companion: Issues in classroom management and strategies to deal with them,Tom Bennett,29 Jan 2021,Paperback,15.21,15.21,Teaching-Resources-Education
5254,Starving the Anger Gremlin for Children Aged 5-9,Kate Collins-Donnelly,21 Sep 2014,Paperback,17.78,17.78,Teaching-Resources-Education
5255,"Creating Trauma-Informed, Strengths-Based Classrooms",Tom Brunzell,21 May 2021,Paperback,29.89,29.89,Teaching-Resources-Education
5256,Permission to Feel,Marc Brackett,05 Sep 2019,Paperback,19.95,21.0,Teaching-Resources-Education
5257,Supporting Gender Diversity in Early Childhood Classrooms,Julie Nicholson,21 Oct 2019,Paperback,26.82,26.82,Teaching-Resources-Education
5258,Square Pegs,Fran Morgan,02 May 2023,Paperback,31.75,31.75,Teaching-Resources-Education
5259,Betty,Tiffany McDaniel,29 Jul 2021,Paperback,9.79,11.5,Teaching-Resources-Education
5260,"Learning To Counsel, 4th Edition",Jan Sutton,07 Nov 2017,Paperback,16.76,18.5,Teaching-Resources-Education
5261,Child-Centered Play Therapy,Nancy H. Cochran,03 Oct 2022,Paperback,62.8,62.8,Teaching-Resources-Education
5262,Career Theories and Models at Work,Nancy Arthur,28 Jan 2019,Paperback,48.97,48.97,Teaching-Resources-Education
5263,Intentional Neuroplasticity,Lori L Desautels,24 Jan 2023,Paperback,34.8,34.8,Teaching-Resources-Education
5264,I Can't Find My Whatchamacallit,Julia Cook,15 Oct 2015,Paperback,10.19,10.5,Teaching-Resources-Education
5265,Lying Up a Storm,Julia Cook,15 Jan 2015,Paperback,11.45,12.0,Teaching-Resources-Education
5266,Wilma Jean the Worry Machine Activity and Idea Book,Julia Cook,15 Jan 2012,Paperback,11.4,11.5,Teaching-Resources-Education
5267,Personal Space Camp,Julia Cook,01 Jun 2007,Paperback,10.92,11.5,Teaching-Resources-Education
5268,A Toolbox of Wellbeing,Tina Rae,15 Jul 2020,Paperback,20.4,20.5,Teaching-Resources-Education
5269,Safe Passage,Douglas W. Ota,14 Oct 2014,Paperback,26.74,33.2,Teaching-Resources-Education
5270,How to Manage Children's Challenging Behaviour,Bill Rogers,27 Aug 2009,Paperback,37.08,51.5,Teaching-Resources-Education
5271,Bully-Proof Kids,Stella O'Malley,31 Mar 2022,Paperback,16.03,16.03,Teaching-Resources-Education
5272,Lessons Will Be Learned,Martin Baker,25 May 2021,Paperback,24.93,24.93,Teaching-Resources-Education
5273,Emotion Coaching with Children and Young People in Schools,Louise Gilbert,19 Aug 2021,Paperback,23.4,23.5,Teaching-Resources-Education
5274,Creating social media profiles,Anne-Wil Harzing,28 Aug 2022,Paperback,12.0,12.0,Teaching-Resources-Education
5275,Anger Management Workbook for Kids: 50 Fun Activities to Help Children Stay Calm and Make Better Choices When They Feel Mad,Samantha Snowden,27 Nov 2018,Paperback,18.22,19.0,Teaching-Resources-Education
5276,Speak Up and Get Along!,Scott Cooper,27 Aug 2019,Paperback,15.33,15.33,Teaching-Resources-Education
5277,Children and Grief,J. William Worden,17 Jan 2002,Paperback,32.95,36.5,Teaching-Resources-Education
5278,Counseling Individuals Through the Lifespan,Daniel W. Wong,28 Oct 2020,Paperback,123.05,132.47,Teaching-Resources-Education
5279,I Heard What You Said,Jeffrey Boakye,09 Jun 2022,Hardback,19.69,21.0,Teaching-Resources-Education
5280,Third Culture Kids,David C. Pollock,30 Nov 2017,Paperback,19.95,25.0,Teaching-Resources-Education
5281,The Art and Science of Beauty Therapy,Jane Foulston,01 Apr 2017,Paperback,32.0,32.0,Teaching-Resources-Education
5282,"Easy Learning German Complete Grammar, Verbs and Vocabulary (3 books in 1)",Collins Dictionaries,01 May 2016,Paperback,19.1,19.1,Teaching-Resources-Education
5283,"Easy Learning Italian Complete Grammar, Verbs and Vocabulary (3 books in 1)",Collins Dictionaries,01 May 2016,Paperback,16.99,18.5,Teaching-Resources-Education
5284,Macbeth (No Fear Shakespeare),SparkNotes,23 Feb 2011,Paperback,9.0,9.0,Teaching-Resources-Education
5285,"Schaum's Outline of German Grammar, Sixth Edition",Elke Gschossmann-Hendershot,27 Oct 2019,Paperback,16.99,18.73,Teaching-Resources-Education
5286,A Mind for Numbers,Barbara Oakley,29 Dec 2015,Paperback,15.48,17.5,Teaching-Resources-Education
5287,APA 7th Manual Made Easy,Appearance Publishers,05 Apr 2021,Paperback,16.71,16.71,Teaching-Resources-Education
5288,Greek to GCSE: Part 1,Dr John Taylor,06 Oct 2016,Paperback,19.56,20.5,Teaching-Resources-Education
5289,Fluent Forever,Gabriel Wyner,30 Apr 2016,Paperback,13.29,17.5,Teaching-Resources-Education
5290,Cambridge IGCSE (TM) English Student's Book,Keith Brindle,01 Jun 2018,Paperback,34.04,34.04,Teaching-Resources-Education
5291,Lower Secondary English Student's Book: Stage 9,Julia Burchell,01 Jun 2016,Paperback,33.39,33.39,Teaching-Resources-Education
5292,"Ophthalmology Examinations Review, The (Third Edition)",Tien Yin Wong,30 Jul 2019,Paperback,79.7,79.7,Teaching-Resources-Education
5293,Fenomen poranka,Hal Elrod,01 Jan 2016,Hardback,15.07,15.07,Teaching-Resources-Education
5294,The Revision Revolution: How to build a culture of effective study in your school,Helen Howell,21 Jan 2022,Paperback,18.29,18.5,Teaching-Resources-Education
5295,Introducing Psychology,Nigel Benson,06 May 2015,Paperback,9.99,11.5,Teaching-Resources-Education
5296,Julius Caesar (No Fear Shakespeare),Sparknotes,03 Mar 2011,Paperback,9.06,9.06,Teaching-Resources-Education
5297,AQA Extended Project Qualification (EPQ),Christine Andrews,29 Mar 2019,Paperback,24.59,24.59,Teaching-Resources-Education
5298,Cambridge IGCSE and O Level Economics Study and Revision Guide 2nd edition,Paul Hoang,11 Oct 2019,Paperback,19.66,19.66,Teaching-Resources-Education
5299,Cambridge IGCSE and O Level Business Studies 5th edition,Karen Borrington,30 Mar 2018,Paperback,33.75,33.75,Teaching-Resources-Education
5300,Fiske Guide to Colleges 2023,Edward B. Fiske,19 Aug 2022,Paperback,31.32,31.32,Teaching-Resources-Education
5301,Verbal Reasoning Workbook Age 10-12,Alison Primrose,14 Mar 2016,Paperback,12.26,12.26,Teaching-Resources-Education
5302,Complete German (Learn German with Teach Yourself),Paul Coggle,23 Jan 2013,Mixed media product,26.99,36.5,Teaching-Resources-Education
5303,Complete French (Learn French with Teach Yourself),Gaelle Graham,27 Dec 2013,Mixed media product,23.99,36.5,Teaching-Resources-Education
5304,Study Like a Champ,Regan A. R. Gurung,30 Jan 2023,Paperback,22.79,23.5,Teaching-Resources-Education
5305,Cambridge IGCSE and O Level History 3rd Edition: Option B: The 20th century,Ben Walsh,01 Nov 2022,Paperback,33.74,35.5,Teaching-Resources-Education
5306,The Art of War,Sun Tzu,14 Oct 2011,Paperback,5.66,5.66,Technology-Engineering
5307,The Maria Thun Biodynamic Calendar 2023: 2023,Titia Thun,15 Sep 2022,Paperback,9.7,10.0,Technology-Engineering
5308,How the World Really Works,Vaclav Smil,06 Oct 2022,Paperback,12.15,14.5,Technology-Engineering
5309,Food for Life,Tim Spector,15 Mar 2023,Hardback,23.99,24.5,Technology-Engineering
5310,The 33 Strategies Of War,Robert Greene,07 Sep 2012,Paperback,16.41,22.0,Technology-Engineering
5311,The Noma Guide to Fermentation (Foundations of Flavor),Rene Redzepi,16 Oct 2018,Hardback,26.16,35.95,Technology-Engineering
5312,Flowers For Algernon,Daniel Keyes,13 Jan 2000,Paperback,9.97,12.5,Technology-Engineering
5313,Spoon-Fed,Tim Spector,01 Jul 2022,Paperback,12.11,13.5,Technology-Engineering
5314,This Is Vegan Propaganda,Ed Winters,27 Feb 2024,Paperback,12.13,14.5,Technology-Engineering
5315,Homo Deus,Yuval Noah Harari,06 Apr 2017,Paperback,12.75,14.5,Technology-Engineering
5316,Astrophysics for People in a Hurry,Neil Degrasse Tyson,15 Jun 2017,Hardback,15.5,16.0,Technology-Engineering
5317,Flowers For Algernon,Daniel Keyes,13 Jul 2017,Paperback,9.97,12.5,Technology-Engineering
5318,Numbers Don't Lie,Vaclav Smil,01 Apr 2021,Paperback,12.21,13.5,Technology-Engineering
5319,The Design of Everyday Things,Donald A. Norman,14 Nov 2013,Paperback,17.19,17.19,Technology-Engineering
5320,Junkers Ju 88 Volume 3,Chris Goss,31 Mar 2023,Hardback,45.07,45.07,Technology-Engineering
5321,All Creatures Great and Small,James Herriot,17 Jan 2013,Paperback,11.95,12.4,Technology-Engineering
5322,National Geographic Kids Readers: Farm Animals,Joanne Mattern,24 Jan 2017,Paperback,7.65,7.65,Technology-Engineering
5323,The Wild Silence,Raynor Winn,27 May 2021,Paperback,12.1,13.5,Technology-Engineering
5324,Algorithms to Live By,Brian Christian,06 Apr 2017,Paperback,12.27,14.5,Technology-Engineering
5325,Hooked,Nir Eyal,20 Aug 2015,Hardback,14.01,16.0,Technology-Engineering
5326,The Selfish Gene,Richard Dawkins,01 Jun 2018,Paperback,10.24,12.5,Technology-Engineering
5327,Engineering in Plain Sight,Grady Hillhouse,01 Nov 2022,Hardback,30.16,40.0,Technology-Engineering
5328,Roundwood Timber Framing,Ben Law,30 Oct 2019,Paperback,22.19,41.0,Technology-Engineering
5329,Build Your Own,Harrison Gardner,04 Apr 2022,Hardback,24.78,24.78,Technology-Engineering
5330,The Hempcrete Book,William Stanwix,01 Nov 2014,Paperback,27.68,30.5,Technology-Engineering
5331,"Construction Safety Law, Management, and Technology",Lee Hung-kwong,30 Nov 2021,Paperback,75.1,75.1,Technology-Engineering
5332,"Heating, Ventilation and Air Conditioning: Design, Analysis and Control Systems",Leila Alistair,17 Jun 2019,Hardback,134.29,162.5,Technology-Engineering
5333,Learn to Timber Frame,Will Beemer,03 May 2016,Hardback,23.1,23.1,Technology-Engineering
5334,Earthen Floors,Sukita Reay Crimmel,13 May 2014,Paperback,27.5,30.99,Technology-Engineering
5335,The Sixteen Trees of the Somme,Lars Mytting,04 Oct 2018,Paperback,9.99,12.5,Technology-Engineering
5336,Essential Bushfire Safety Tips,Joan Webster Oam,25 Oct 2021,Paperback,21.61,22.7,Technology-Engineering
5337,Tree Faller's Manual,Forestworks,31 Mar 2011,Paperback,29.5,30.5,Technology-Engineering
5338,Structures,J. Gordon,10 Jul 2003,Paperback,18.93,20.5,Technology-Engineering
5339,Aotearoa,Gavin Bishop,26 Jun 2019,Hardback,49.0,53.0,Technology-Engineering
5340,A Night to Remember,Brian Lavery,05 Apr 2012,Paperback,13.35,13.5,Technology-Engineering
5341,Modeling and Simulation of Lithium-ion Power Battery Thermal Management,Junqiu Li,10 May 2022,Hardback,153.9,153.9,Technology-Engineering
5342,La catedral habitada : historia viva de un espacio arquitectónico,Eduardo Carrero Santamaría,08 Jul 2019,Paperback,32.54,32.54,Technology-Engineering
5343,"Arquitectura, Forma, Espacio Y Orden",Francis Dk Ching,01 Jan 2016,Paperback,64.15,64.15,Technology-Engineering
5344,Los Ojos de la Piel,Juhani Pallasmaa,28 Apr 2014,Hardback,24.69,25.84,Technology-Engineering
5345,Iaac Bits 9,Manuel Gausa,09 Jun 2020,Paperback,26.04,30.5,Technology-Engineering
5346,Affordable Housing,Sandra Hofmeister,01 Feb 2019,Hardback,45.47,49.9,Technology-Engineering
5347,Container and Modular Buildings,Cornelia Dörries,01 Apr 2023,Paperback,38.0,38.0,Technology-Engineering
5348,Spoon-Fed,Tim Spector,01 Jul 2022,Paperback,12.11,13.5,Technology-Engineering
5349,Post Growth: Life after Capitalism,Tim Jackson,09 Jun 2021,Paperback,17.95,17.95,Technology-Engineering
5350,No Miracles Needed,Mark Z. Jacobson,02 Feb 2023,Paperback,18.97,18.97,Technology-Engineering
5351,Saving the Planet Without the Bullshit,Assaad Razzouk,01 Dec 2022,Hardback,18.93,24.5,Technology-Engineering
5352,Profit - An Environmental History,M Stoll,24 Jan 2023,Hardback,30.49,30.49,Technology-Engineering
5353,Psilocybin Mushrooms of the World,Paul Stamets,01 Oct 1996,Paperback,29.99,33.0,Technology-Engineering
5354,How to Avoid a Climate Disaster,Bill Gates,23 Aug 2022,Paperback,12.1,14.5,Technology-Engineering
5355,How to Blow Up a Pipeline,Andreas Malm,05 Jan 2021,Paperback,15.1,15.1,Technology-Engineering
5356,The Invisible Rainbow,Arthur Firstenberg,09 Apr 2020,Paperback,22.95,24.0,Technology-Engineering
5357,Organic Mushroom Farming and Mycoremediation,Tradd Cotter,18 Sep 2014,Paperback,36.5,37.0,Technology-Engineering
5358,Mycelium Running,Paul Stamets,10 Oct 2017,Paperback,26.99,35.0,Technology-Engineering
5359,False Alarm,Bjorn Lomborg,28 Oct 2021,Paperback,15.99,19.5,Technology-Engineering
5360,Building Science Graphics,Jen Christiansen,20 Dec 2022,Paperback,47.5,47.5,Technology-Engineering
5361,The Hempcrete Book,William Stanwix,01 Nov 2014,Paperback,27.68,30.5,Technology-Engineering
5362,Stewards of Eden - What Scripture Says About the Environment and Why It Matters,Sandra L. Richter,25 Feb 2020,Paperback,19.95,21.0,Technology-Engineering
5363,Blue Mind,Wallace J. Nichols,05 Jul 2018,Paperback,10.49,13.5,Technology-Engineering
5364,Oxford IB Skills and Practice: Environmental Systems and Societies for the IB Diploma,Jill Rutherford,31 Jan 2017,Paperback,43.26,43.26,Technology-Engineering
5365,Structural Engineer's Pocket Book: Eurocodes,Fiona Cobb,01 Mar 2015,Paperback,44.9,45.0,Technology-Engineering
5366,Windkraftanlagen,Robert Gasch,27 May 2016,Hardback,51.39,51.39,Technology-Engineering
5367,Adrift,Tracey Williams,30 Jul 2022,Hardback,23.99,25.0,Technology-Engineering
5368,The Water Wizard,Viktor Schauberger,15 Nov 1999,Paperback,31.9,31.9,Technology-Engineering
5369,The Maria Thun Biodynamic Calendar 2023: 2023,Titia Thun,15 Sep 2022,Paperback,9.7,10.0,Technology-Engineering
5370,How the World Really Works,Vaclav Smil,06 Oct 2022,Paperback,12.15,14.5,Technology-Engineering
5371,This Is Vegan Propaganda,Ed Winters,27 Feb 2024,Paperback,12.13,14.5,Technology-Engineering
5372,Numbers Don't Lie,Vaclav Smil,01 Apr 2021,Paperback,12.21,13.5,Technology-Engineering
5373,The Wild Silence,Raynor Winn,27 May 2021,Paperback,12.1,13.5,Technology-Engineering
5374,All Creatures Great and Small,James Herriot,17 Jan 2013,Paperback,11.95,12.4,Technology-Engineering
5375,The North American Maria Thun Biodynamic Almanac 2023: 2023,Titia Thun,15 Sep 2022,Paperback,10.58,10.58,Technology-Engineering
5376,Make Hay While the Sun Shines,Tom Pemberton,28 Apr 2022,Hardback,20.09,21.0,Technology-Engineering
5377,A Biodynamic Manual,Pierre Masson,15 Jul 2014,Paperback,17.99,19.0,Technology-Engineering
5378,We Are the ARK: Returning Our Gardens to Their True Nature Through Acts of Restorative Kindness,Mary Reynolds,25 Oct 2022,Hardback,27.99,29.5,Technology-Engineering
5379,The World According to Kaleb,Kaleb Cooper,18 Apr 2023,Hardback,15.23,21.0,Technology-Engineering
5380,The Lord God Made Them All,James Herriot,17 Jan 2013,Paperback,12.0,12.5,Technology-Engineering
5381,National Geographic Kids Readers: Farm Animals,Joanne Mattern,24 Jan 2017,Paperback,7.65,7.65,Technology-Engineering
5382,Soil,Matthew Evans,22 Feb 2022,Paperback,17.62,19.0,Technology-Engineering
5383,Organic Mushroom Farming and Mycoremediation,Tradd Cotter,18 Sep 2014,Paperback,36.5,37.0,Technology-Engineering
5384,Every Living Thing,James Herriot,17 Jan 2013,Paperback,12.0,12.5,Technology-Engineering
5385,All Things Bright and Beautiful,James Herriot,17 Jan 2013,Paperback,12.0,12.4,Technology-Engineering
5386,Diddly Squat,Jeremy Clarkson,26 May 2022,Paperback,11.86,12.5,Technology-Engineering
5387,The Market Gardener: A Successful Grower's Handbook for Small-Scale Organic Farming,Jean-Martin Fortier,25 Mar 2014,Paperback,24.5,26.99,Technology-Engineering
5388,A Gardener's Guide to Botany,Scott Zona,10 Jan 2023,Hardback,22.46,27.5,Technology-Engineering
5389,"Guns, Germs, and Steel",Jared Diamond,20 Sep 2017,Paperback,19.79,19.79,Technology-Engineering
5390,The New Map,Daniel Yergin,28 Oct 2021,Paperback,15.73,19.5,Technology-Engineering
5391,Underland,Robert Macfarlane,27 Aug 2020,Paperback,12.43,13.5,Technology-Engineering
5392,The Big Switch,Saul Griffith,14 Feb 2022,Paperback,21.63,21.9,Technology-Engineering
5393,Modeling and Simulation of Lithium-ion Power Battery Thermal Management,Junqiu Li,10 May 2022,Hardback,153.9,153.9,Technology-Engineering
5394,Sustainable Urban Environments,Ellen M. van Bueren,15 Sep 2011,Paperback,86.33,86.33,Technology-Engineering
5395,Grid-Side Converters Control and Design,Slobodan N. Vukosavic,19 Dec 2018,Paperback,74.99,74.99,Technology-Engineering
5396,The Rare Metals War,Guillaume Pitron,09 Feb 2023,Paperback,13.5,13.5,Technology-Engineering
5397,The Energy Evolution,Viktor Schauberger,15 Oct 2000,Paperback,31.9,31.9,Technology-Engineering
5398,Do it Yourself 12 Volt Solar Power,Michel Daniek,01 Aug 2017,Paperback,14.5,15.5,Technology-Engineering
5399,Tools for Conviviality,Ivan Illich,30 Nov 2021,Paperback,15.46,15.5,Technology-Engineering
5400,The Way Home,Mark Boyle,02 Mar 2021,Paperback,10.9,12.5,Technology-Engineering
5401,Fossil Capital,Andreas Malm,16 Mar 2016,Paperback,22.95,24.0,Technology-Engineering
5402,Humanity's Moment,Joelle Gergis,30 Aug 2022,Paperback,40.79,40.79,Technology-Engineering
5403,The Permaculture City,Toby Hemenway,11 Aug 2015,Paperback,24.3,24.5,Technology-Engineering
5404,Power Hungry,Robert Bryce,26 Apr 2011,Paperback,23.82,23.82,Technology-Engineering
5405,Living Energies,Callum Coats,15 Jul 2001,Paperback,27.69,27.69,Technology-Engineering
5406,Solar Farms,Susan Neill,31 Mar 2021,Paperback,59.4,59.4,Technology-Engineering
5407,Futureproof City,Barry D. Wilson,30 Sep 2021,Paperback,38.98,38.98,Technology-Engineering
5408,Power Density,Vaclav Smil,02 Sep 2016,Paperback,29.82,35.5,Technology-Engineering
5409,Cradle to Cradle,Michael Braungart,01 Apr 2010,Paperback,11.19,12.5,Technology-Engineering
5410,The Boy Who Harnessed the Wind,William Kamkwamba,11 Jan 2012,Paperback,10.57,11.5,Technology-Engineering
5411,Mathematical Methods for Scientists and Engineers,Donald A. McQuarrie,23 Jun 2003,Paperback,101.72,101.72,Technology-Engineering
5412,A Primer on Mathematical Models in Biology,Lee A. Segel,09 May 2013,Paperback,88.4,88.4,Technology-Engineering
5413,Reeds Vol 1: Mathematics for Marine Engineers,Kevin Corner,17 Dec 2019,Paperback,49.5,50.0,Technology-Engineering
5414,Mathematics for Machine Learning,Marc Peter Deisenroth,23 Apr 2020,Paperback,43.99,43.99,Technology-Engineering
5415,All the Math You Missed,Thomas A. Garrity,09 Sep 2021,Paperback,27.56,27.56,Technology-Engineering
5416,Atmospheric and Space Flight Dynamics,Ashish Tewari,01 Dec 2006,Hardback,121.74,150.5,Technology-Engineering
5417,Numerical and Statistical Methods for Bioengineering,Michael R. King,23 Oct 2017,Hardback,137.48,137.48,Technology-Engineering
5418,Mathematical Methods for Physics and Engineering,K. F. Riley,31 Jul 2006,Paperback,52.82,52.82,Technology-Engineering
5419,The Art Of Probability,Richard W. Hamming,01 Jun 1993,Paperback,83.9,83.9,Technology-Engineering
5420,The Little Prince,Antoine de Saint-Exupery,01 Jan 1998,Paperback,6.2,7.0,Teen-Young-Adult
5421,Harry Potter and the Cursed Child - Parts I & II,J. K. Rowling,31 Jul 2016,Hardback,18.99,25.5,Teen-Young-Adult
5422,Wonder,R. J. Palacio,23 Jan 2013,Paperback,9.75,10.0,Teen-Young-Adult
5423,"The Boy, The Mole, The Fox and The Horse",Charlie Mackesy,04 Nov 2019,Hardback,17.35,21.5,Teen-Young-Adult
5424,Roald Dahl's Marvellous Joke Book,Roald Dahl,06 Sep 2012,Paperback,8.65,8.65,Teen-Young-Adult
5425,Brain Games For Clever Kids (R),Gareth Moore,01 Oct 2014,Paperback,6.01,6.5,Teen-Young-Adult
5426,Harry Potter Box Set: The Complete Collection (Children's Paperback),J. K. Rowling,01 Dec 2020,Paperback,62.6,76.0,Teen-Young-Adult
5427,Harry Potter and the Philosopher's Stone,J. K. Rowling,06 Oct 2015,Hardback,30.47,37.5,Teen-Young-Adult
5428,Gangsta Granny,David Walliams,28 Feb 2013,Paperback,9.8,9.8,Teen-Young-Adult
5429,The Hunger Games,Suzanne Collins,11 Aug 2010,Paperback,15.28,15.28,Teen-Young-Adult
5430,Harry Potter and the Philosopher's Stone,J. K. Rowling,01 Sep 2014,Paperback,9.45,10.5,Teen-Young-Adult
5431,Fantastic Beasts and Where to Find Them,J. K. Rowling,19 Nov 2016,Hardback,21.95,21.95,Teen-Young-Adult
5432,Six of Crows: Collector's Edition,Leigh Bardugo,11 Oct 2018,Hardback,15.79,21.0,Teen-Young-Adult
5433,Fantastically Great Women Who Changed The World,Ms Kate Pankhurst,08 Sep 2016,Paperback,9.35,9.35,Teen-Young-Adult
5434,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,25 Feb 2015,Paperback,14.11,15.5,Teen-Young-Adult
5435,We Were Liars,E. Lockhart,13 May 2014,Paperback,8.99,10.5,Teen-Young-Adult
5436,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,04 Jun 2013,Paperback,9.86,15.5,Teen-Young-Adult
5437,They Both Die at the End,Adam Silvera,07 Sep 2017,Paperback,10.17,11.5,Teen-Young-Adult
5438,The Tales of Beedle the Bard,J.K. Rowling,04 Dec 2008,Hardback,11.38,12.5,Teen-Young-Adult
5439,Heartstopper Volume 1,Alice Oseman,10 Apr 2019,Paperback,10.99,14.5,Teen-Young-Adult
5440,The Fault in Our Stars,John Green,31 Jan 2013,Paperback,10.53,11.5,Teen-Young-Adult
5441,Crooked Kingdom Collector's Edition,Leigh Bardugo,05 Sep 2019,Hardback,16.09,21.0,Teen-Young-Adult
5442,Throne of Glass,Sarah J. Maas,26 Feb 2015,Paperback,10.67,11.5,Teen-Young-Adult
5443,A Good Girl's Guide to Murder,Holly Jackson,17 Oct 2019,Paperback,10.25,10.5,Teen-Young-Adult
5444,Heartstopper Volume 2,Alice Oseman,20 Dec 2019,Paperback,10.99,14.5,Teen-Young-Adult
5445,Six of Crows,Leigh Bardugo,02 Jun 2016,Paperback,9.38,11.5,Teen-Young-Adult
5446,One Of Us Is Lying,Karen M. McManus,01 Jun 2017,Paperback,10.55,11.0,Teen-Young-Adult
5447,Dungeons & Dragons Player's Handbook (Dungeons & Dragons Core Rulebooks),Wizards of the Coast,19 Aug 2014,Hardback,43.83,52.0,Teen-Young-Adult
5448,The Hunger Games Trilogy Classic (Box Set),Suzanne Collins,06 Sep 2012,Paperback,46.92,46.92,Teen-Young-Adult
5449,Billionaire Boy,David Walliams,09 Jun 2011,Paperback,9.81,10.5,Teen-Young-Adult
5450,Southern Way 60,Unknown,25 Jan 2023,Paperback,14.21,16.85,Transport
5451,Max Hoffman,Myles Kornblatt,01 Feb 2023,Hardback,35.19,37.0,Transport
5452,Arado Ar 234 Blitz,Richard Smith,22 Dec 2022,Hardback,54.31,60.5,Transport
5453,Dornier Do 17 in the Battle of Britain,Chris Goss,24 Jan 2023,Hardback,24.0,30.5,Transport
5454,European Rail Timetable Winter 2022/2023,Chris Woodcock,14 Dec 2022,Paperback,30.99,30.99,Transport
5455,War Prizes,Phil Butler,22 Dec 2022,Hardback,33.48,34.5,Transport
5456,Mosquito Men,David Price,13 Jan 2023,Hardback,27.84,31.0,Transport
5457,Super-Battleships of World War II,Mark Stille,22 Dec 2022,Paperback,15.0,15.0,Transport
5458,Steam Around Leeds in the 1960s,Keith W. Platt,15 Jan 2023,Paperback,27.47,27.47,Transport
5459,The Times End of the Line,Julian Holland,05 Feb 2023,Hardback,29.27,36.5,Transport
5460,Formula One 2023,Bruce Jones,16 Feb 2023,Paperback,18.5,18.5,Transport
5461,Formula 1: The Official History,Maurice Hamilton,06 Dec 2022,Hardback,28.83,30.5,Transport
5462,Lone Rider,Elspeth Beard,05 Apr 2018,Paperback,11.99,12.5,Transport
5463,How to Build a Car,Adrian Newey,02 Nov 2017,Hardback,30.96,36.5,Transport
5464,The Mechanic,Marc 'Elvis' Priestley,25 Dec 2018,Paperback,13.15,13.5,Transport
5465,Twist of the Wrist II,Keith Code,31 Aug 1997,Paperback,21.31,26.0,Transport
5466,The Car Book,DK,17 Mar 2022,Hardback,26.34,30.5,Transport
